hashtag_H   cluster_C_leader(userID)   relative_frequency_H_C  frequency_H_in_C  frequency_H_overall   count_H_in_C   count_tweets_in_C   count_H_entire_dataset    count_tweets_entire_dataset
"Socialism,History"	1012201853877186562	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"socialism,Ukraine,Russia,NoToWar"	1012201853877186562	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"StandWithUkraine,Zelensky,StepanBandera,Holocaust"	1012201853877186562	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"Texas,Louisiana,Covid19"	1012201853877186562	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
Ukraine	1012201853877186562	1.2455137874	.0277098907	.0222477591	771	27824	968	43510
"WorldWar3,Russia"	1012201853877186562	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
YuriGagarin	1012201853877186562	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"COVID19AB,yeg"	1012209702	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
UAlberta	1012209702	1.5637581653	.0001078205	.0000689496	3	27824	3	43510
Covid19	101447362	1.4915844963	.0022282921	.0014939094	62	27824	65	43510
Omicron	101447362	1.3349152932	.0037737205	.0028269363	105	27824	123	43510
afternoonbriefing	1016532597432725506	1.0425049293	.0001437607	.0001378993	4	27824	6	43510
AlboForPM	1016532597432725506	.9276529724	.0012579068	.0013560101	35	27824	59	43510
MadAsHell	1016532597432725506	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
QandA	1016532597432725506	.6397191389	.0003234617	.0005056308	9	27824	22	43510
"abc730,AlboForPM,auspol,ausvotes,AusVotes2022,ScottytheFailure,ScottyThePathologicalLiar"	1016943828052336640	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"abc730,auspol"	1016943828052336640	.9773486843	.0001797009	.0001838657	5	27824	8	43510
"abc730,ScottyFromPhotoOps,ScottyDoesNothing,scottythefailure,AlboForPM,auspol,ScottyFromMarketing,ScottyDoesntGiveARats"	1016943828052336640	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"auspol,insiders,ScottyTheCompletePsycho,Scottythefukwit,ScottyThePathologicalLiar,Albo4PM,IStandWithUkraine"	1016943828052336640	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"chisholmvotes,auspol,AusVotes2022,ausvotes"	1016943828052336640	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"insiders,ThisIsNotJournalism"	1016943828052336640	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
